filename,obsdate,exptime,obsmode,obstype,program,piname,sunagl,seeing,ccfjdsum,ccfrvmod,dvrms,swversion,extsnr,flaggedval
neidL2_20231014T150415.fits,2023-10-14 15:04:15,54.855241,hr,Eng,2023B-2002,Mahadevan,18.5523,0.0,2460232.1233224,-0.5849,4.0E-4,v1.3.0,288.7131,
neidL2_20231014T150537.fits,2023-10-14 15:05:37,54.999511,hr,Eng,2023B-2002,Mahadevan,18.821,0.0,2460232.12427578,-0.6334,3.0E-4,v1.3.0,363.8661,
neidL2_20231014T150700.fits,2023-10-14 15:07:00,55.0004,hr,Eng,2023B-2002,Mahadevan,19.0897,0.0,2460232.12522595,-0.6466,3.0E-4,v1.3.0,366.7524,
neidL2_20231014T150823.fits,2023-10-14 15:08:23,55.000064,hr,Eng,2023B-2002,Mahadevan,19.3579,0.0,2460232.12618407,-0.6437,3.0E-4,v1.3.0,359.724,
neidL2_20231014T150945.fits,2023-10-14 15:09:45,55.000307,hr,Eng,2023B-2002,Mahadevan,19.6258,0.0,2460232.1271438,-0.6394,3.0E-4,v1.3.0,348.8824,
neidL2_20231014T151108.fits,2023-10-14 15:11:08,55.000336,hr,Eng,2023B-2002,Mahadevan,19.8931,0.0,2460232.12809598,-0.6432,3.0E-4,v1.3.0,331.3796,
neidL2_20231014T151231.fits,2023-10-14 15:12:31,54.999869,hr,Eng,2023B-2002,Mahadevan,20.16,0.0,2460232.1290571,-0.643,3.0E-4,v1.3.0,345.7185,
neidL2_20231014T151353.fits,2023-10-14 15:13:53,54.999813,hr,Eng,2023B-2002,Mahadevan,20.4264,0.0,2460232.12999125,-0.7018,3.0E-4,v1.3.0,319.9191,
neidL2_20231014T151516.fits,2023-10-14 15:15:16,55.000454,hr,Eng,2023B-2002,Mahadevan,20.6924,0.0,2460232.13097569,-0.6231,3.0E-4,v1.3.0,322.8685,
neidL2_20231014T151801.fits,2023-10-14 15:18:01,55.000339,hr,Eng,2023B-2002,Mahadevan,21.2228,0.0,2460232.13288647,-0.6754,3.0E-4,v1.3.0,352.8642,
neidL2_20231014T151924.fits,2023-10-14 15:19:24,55.000174,hr,Eng,2023B-2002,Mahadevan,21.4873,0.0,2460232.13384,-0.678,3.0E-4,v1.3.0,371.8588,
neidL2_20231014T152047.fits,2023-10-14 15:20:47,54.999944,hr,Eng,2023B-2002,Mahadevan,21.7513,0.0,2460232.13479628,-0.6907,3.0E-4,v1.3.0,371.6602,
neidL2_20231014T152210.fits,2023-10-14 15:22:10,54.99998,hr,Eng,2023B-2002,Mahadevan,22.0147,0.0,2460232.13575008,-0.7092,3.0E-4,v1.3.0,366.3631,
neidL2_20231014T152332.fits,2023-10-14 15:23:32,55.000176,hr,Eng,2023B-2002,Mahadevan,22.2776,0.0,2460232.13671109,-0.7095,3.0E-4,v1.3.0,360.9553,
neidL2_20231014T152455.fits,2023-10-14 15:24:55,54.999895,hr,Eng,2023B-2002,Mahadevan,22.5401,0.0,2460232.137668,-0.7271,3.0E-4,v1.3.0,364.099,
neidL2_20231014T152618.fits,2023-10-14 15:26:18,55.000051,hr,Eng,2023B-2002,Mahadevan,22.8019,0.0,2460232.13862509,-0.7424,3.0E-4,v1.3.0,365.2959,
neidL2_20231014T152740.fits,2023-10-14 15:27:40,54.999531,hr,Eng,2023B-2002,Mahadevan,23.0633,0.0,2460232.13958319,-0.7564,3.0E-4,v1.3.0,362.7529,
neidL2_20231014T152903.fits,2023-10-14 15:29:03,55.000118,hr,Eng,2023B-2002,Mahadevan,23.3241,0.0,2460232.14053855,-0.771,3.0E-4,v1.3.0,360.5814,
neidL2_20231014T153026.fits,2023-10-14 15:30:26,55.000293,hr,Eng,2023B-2002,Mahadevan,23.5843,0.0,2460232.1414938,-0.7881,3.0E-4,v1.3.0,356.5879,
neidL2_20231014T153148.fits,2023-10-14 15:31:48,55.000485,hr,Eng,2023B-2002,Mahadevan,23.844,0.0,2460232.14245235,-0.8041,3.0E-4,v1.3.0,354.8708,
neidL2_20231014T153311.fits,2023-10-14 15:33:11,55.000354,hr,Eng,2023B-2002,Mahadevan,24.1031,0.0,2460232.14340863,-0.8207,3.0E-4,v1.3.0,351.4285,
neidL2_20231014T153434.fits,2023-10-14 15:34:34,54.999984,hr,Eng,2023B-2002,Mahadevan,24.3616,0.0,2460232.14436561,-0.8381,3.0E-4,v1.3.0,347.4599,
neidL2_20231014T153556.fits,2023-10-14 15:35:56,54.999627,hr,Eng,2023B-2002,Mahadevan,24.6196,0.0,2460232.14532514,-0.8548,3.0E-4,v1.3.0,345.2022,
neidL2_20231014T153719.fits,2023-10-14 15:37:19,55.000136,hr,Eng,2023B-2002,Mahadevan,24.8769,0.0,2460232.14627961,-0.8726,3.0E-4,v1.3.0,343.1427,
neidL2_20231014T153842.fits,2023-10-14 15:38:42,54.999708,hr,Eng,2023B-2002,Mahadevan,25.1337,0.0,2460232.14723697,-0.8903,3.0E-4,v1.3.0,339.0086,
neidL2_20231014T154004.fits,2023-10-14 15:40:04,55.000409,hr,Eng,2023B-2002,Mahadevan,25.3898,0.0,2460232.1481938,-0.9085,3.0E-4,v1.3.0,336.5898,
neidL2_20231014T154127.fits,2023-10-14 15:41:27,55.000191,hr,Eng,2023B-2002,Mahadevan,25.6454,0.0,2460232.14915105,-0.9255,3.0E-4,v1.3.0,333.2929,
neidL2_20231014T154250.fits,2023-10-14 15:42:50,55.000107,hr,Eng,2023B-2002,Mahadevan,25.9003,0.0,2460232.15010778,-0.9442,3.0E-4,v1.3.0,329.8014,
neidL2_20231014T154412.fits,2023-10-14 15:44:12,55.000066,hr,Eng,2023B-2002,Mahadevan,26.1546,0.0,2460232.15106298,-0.9626,3.0E-4,v1.3.0,326.4591,
neidL2_20231014T154535.fits,2023-10-14 15:45:35,54.999742,hr,Eng,2023B-2002,Mahadevan,26.4082,0.0,2460232.15202196,-0.9803,3.0E-4,v1.3.0,323.4208,
neidL2_20231014T154658.fits,2023-10-14 15:46:58,55.000299,hr,Eng,2023B-2002,Mahadevan,26.6612,0.0,2460232.15297947,-0.9978,3.0E-4,v1.3.0,318.9897,
neidL2_20231014T154820.fits,2023-10-14 15:48:20,55.000369,hr,Eng,2023B-2002,Mahadevan,26.9135,0.0,2460232.15393489,-1.0159,3.0E-4,v1.3.0,315.783,
neidL2_20231014T154943.fits,2023-10-14 15:49:43,55.000277,hr,Eng,2023B-2002,Mahadevan,27.1652,0.0,2460232.15489087,-1.0336,3.0E-4,v1.3.0,312.1054,
neidL2_20231014T155106.fits,2023-10-14 15:51:06,54.99964,hr,Eng,2023B-2002,Mahadevan,27.4162,0.0,2460232.15584973,-1.0496,3.0E-4,v1.3.0,308.6207,
neidL2_20231014T155229.fits,2023-10-14 15:52:29,55.00028,hr,Eng,2023B-2002,Mahadevan,27.6665,0.0,2460232.15680615,-1.0675,3.0E-4,v1.3.0,304.2007,
neidL2_20231014T155351.fits,2023-10-14 15:53:51,55.00047,hr,Eng,2023B-2002,Mahadevan,27.9162,0.0,2460232.1577636,-1.0847,3.0E-4,v1.3.0,299.6821,
neidL2_20231014T155514.fits,2023-10-14 15:55:14,55.002702,hr,Eng,2023B-2002,Mahadevan,28.1651,0.0,2460232.15871815,-1.1001,4.0E-4,v1.3.0,295.94,
neidL2_20231014T155637.fits,2023-10-14 15:56:37,54.999097,hr,Eng,2023B-2002,Mahadevan,28.4133,0.0,2460232.1596774,-1.1156,4.0E-4,v1.3.0,291.5654,
neidL2_20231014T155759.fits,2023-10-14 15:57:59,55.000099,hr,Eng,2023B-2002,Mahadevan,28.6608,0.0,2460232.1606338,-1.1295,4.0E-4,v1.3.0,288.0692,
neidL2_20231014T155922.fits,2023-10-14 15:59:22,55.000209,hr,Eng,2023B-2002,Mahadevan,28.9076,0.0,2460232.16159021,-1.1444,4.0E-4,v1.3.0,284.7166,
neidL2_20231014T160045.fits,2023-10-14 16:00:45,55.000419,hr,Eng,2023B-2002,Mahadevan,29.1536,0.0,2460232.16254706,-1.1578,4.0E-4,v1.3.0,279.2854,
neidL2_20231014T160207.fits,2023-10-14 16:02:07,54.999972,hr,Eng,2023B-2002,Mahadevan,29.3989,0.0,2460232.16350365,-1.169,4.0E-4,v1.3.0,273.5852,
neidL2_20231014T160330.fits,2023-10-14 16:03:30,55.000433,hr,Eng,2023B-2002,Mahadevan,29.6434,0.0,2460232.16446262,-1.1793,4.0E-4,v1.3.0,269.7782,
neidL2_20231014T160453.fits,2023-10-14 16:04:53,55.000452,hr,Eng,2023B-2002,Mahadevan,29.8871,0.0,2460232.16541792,-1.1881,4.0E-4,v1.3.0,265.2488,
neidL2_20231014T160615.fits,2023-10-14 16:06:15,55.000129,hr,Eng,2023B-2002,Mahadevan,30.1301,0.0,2460232.16637486,-1.1959,4.0E-4,v1.3.0,259.085,
neidL2_20231014T160738.fits,2023-10-14 16:07:38,54.999984,hr,Eng,2023B-2002,Mahadevan,30.3723,0.0,2460232.16733198,-1.2012,4.0E-4,v1.3.0,254.0098,
neidL2_20231014T160901.fits,2023-10-14 16:09:01,55.000199,hr,Eng,2023B-2002,Mahadevan,30.6137,0.0,2460232.16828765,-1.2034,4.0E-4,v1.3.0,248.852,
neidL2_20231014T161023.fits,2023-10-14 16:10:23,55.000219,hr,Eng,2023B-2002,Mahadevan,30.8542,0.0,2460232.16924365,-1.2044,4.0E-4,v1.3.0,243.8726,
neidL2_20231014T161146.fits,2023-10-14 16:11:46,55.000274,hr,Eng,2023B-2002,Mahadevan,31.094,0.0,2460232.1702023,-1.1995,5.0E-4,v1.3.0,238.0353,
neidL2_20231014T161309.fits,2023-10-14 16:13:09,54.999931,hr,Eng,2023B-2002,Mahadevan,31.3329,0.0,2460232.17115972,-1.1924,5.0E-4,v1.3.0,232.356,
neidL2_20231014T161431.fits,2023-10-14 16:14:31,54.999972,hr,Eng,2023B-2002,Mahadevan,31.571,0.0,2460232.17211804,-1.1831,5.0E-4,v1.3.0,227.2994,
neidL2_20231014T161554.fits,2023-10-14 16:15:54,55.000265,hr,Eng,2023B-2002,Mahadevan,31.8083,0.0,2460232.17307652,-1.1675,5.0E-4,v1.3.0,222.9547,
neidL2_20231014T161717.fits,2023-10-14 16:17:17,55.000343,hr,Eng,2023B-2002,Mahadevan,32.0446,0.0,2460232.17402874,-1.1432,5.0E-4,v1.3.0,217.1807,
neidL2_20231014T161839.fits,2023-10-14 16:18:39,55.000313,hr,Eng,2023B-2002,Mahadevan,32.2801,0.0,2460232.17498495,-1.1121,5.0E-4,v1.3.0,211.3319,
neidL2_20231014T162002.fits,2023-10-14 16:20:02,55.000144,hr,Eng,2023B-2002,Mahadevan,32.5147,0.0,2460232.17594382,-1.074,5.0E-4,v1.3.0,205.7775,
neidL2_20231014T162125.fits,2023-10-14 16:21:25,55.000095,hr,Eng,2023B-2002,Mahadevan,32.7484,0.0,2460232.17689977,-1.0289,6.0E-4,v1.3.0,201.0369,
neidL2_20231014T162248.fits,2023-10-14 16:22:48,55.000175,hr,Eng,2023B-2002,Mahadevan,32.9813,0.0,2460232.17786054,-0.9723,6.0E-4,v1.3.0,197.2596,
neidL2_20231014T162410.fits,2023-10-14 16:24:10,54.999653,hr,Eng,2023B-2002,Mahadevan,33.2131,0.0,2460232.17881558,-0.9044,6.0E-4,v1.3.0,192.5361,
neidL2_20231014T162533.fits,2023-10-14 16:25:33,54.999646,hr,Eng,2023B-2002,Mahadevan,33.4441,0.0,2460232.17976739,-0.8273,6.0E-4,v1.3.0,190.1197,
neidL2_20231014T162656.fits,2023-10-14 16:26:56,55.000364,hr,Eng,2023B-2002,Mahadevan,33.6741,0.0,2460232.18073158,-0.74,6.0E-4,v1.3.0,186.8392,
neidL2_20231014T162818.fits,2023-10-14 16:28:18,55.000336,hr,Eng,2023B-2002,Mahadevan,33.9032,0.0,2460232.18168849,-0.642,6.0E-4,v1.3.0,183.8682,
neidL2_20231014T162941.fits,2023-10-14 16:29:41,54.999415,hr,Eng,2023B-2002,Mahadevan,34.1312,0.0,2460232.18264301,-0.5358,6.0E-4,v1.3.0,180.449,
neidL2_20231014T163104.fits,2023-10-14 16:31:04,55.00057,hr,Eng,2023B-2002,Mahadevan,34.3583,0.0,2460232.18360383,-0.4254,7.0E-4,v1.3.0,178.6653,
neidL2_20231014T163226.fits,2023-10-14 16:32:26,55.000032,hr,Eng,2023B-2002,Mahadevan,34.5844,0.0,2460232.18455955,-0.3193,7.0E-4,v1.3.0,179.6934,
neidL2_20231014T163349.fits,2023-10-14 16:33:49,55.000239,hr,Eng,2023B-2002,Mahadevan,34.8095,0.0,2460232.18551522,-0.2159,6.0E-4,v1.3.0,179.9129,
neidL2_20231014T163512.fits,2023-10-14 16:35:12,55.0002,hr,Eng,2023B-2002,Mahadevan,35.0336,0.0,2460232.1864746,-0.1194,6.0E-4,v1.3.0,181.72,
neidL2_20231014T163634.fits,2023-10-14 16:36:34,55.000417,hr,Eng,2023B-2002,Mahadevan,35.2567,0.0,2460232.18743222,-0.0322,6.0E-4,v1.3.0,183.3629,
neidL2_20231014T163757.fits,2023-10-14 16:37:57,55.000128,hr,Eng,2023B-2002,Mahadevan,35.4787,0.0,2460232.18838912,0.0394,6.0E-4,v1.3.0,185.5786,
neidL2_20231014T163920.fits,2023-10-14 16:39:20,54.999863,hr,Eng,2023B-2002,Mahadevan,35.6996,0.0,2460232.18934266,0.0991,6.0E-4,v1.3.0,188.4371,
neidL2_20231014T164042.fits,2023-10-14 16:40:42,55.000212,hr,Eng,2023B-2002,Mahadevan,35.9195,0.0,2460232.19030217,0.1448,6.0E-4,v1.3.0,191.7372,
neidL2_20231014T164205.fits,2023-10-14 16:42:05,55.001415,hr,Eng,2023B-2002,Mahadevan,36.1382,0.0,2460232.19125846,0.1796,6.0E-4,v1.3.0,195.6197,
neidL2_20231014T164328.fits,2023-10-14 16:43:28,55.000058,hr,Eng,2023B-2002,Mahadevan,36.3559,0.0,2460232.19221724,0.2026,5.0E-4,v1.3.0,200.151,
neidL2_20231014T164450.fits,2023-10-14 16:44:50,54.999905,hr,Eng,2023B-2002,Mahadevan,36.5725,0.0,2460232.19317273,0.2176,5.0E-4,v1.3.0,205.4548,
neidL2_20231014T164613.fits,2023-10-14 16:46:13,54.999769,hr,Eng,2023B-2002,Mahadevan,36.7879,0.0,2460232.19413044,0.2251,5.0E-4,v1.3.0,209.8594,
neidL2_20231014T164736.fits,2023-10-14 16:47:36,54.999602,hr,Eng,2023B-2002,Mahadevan,37.0022,0.0,2460232.1950833,0.2267,5.0E-4,v1.3.0,215.4582,
neidL2_20231014T164858.fits,2023-10-14 16:48:58,55.000187,hr,Eng,2023B-2002,Mahadevan,37.2153,0.0,2460232.19604374,0.2232,5.0E-4,v1.3.0,220.2805,
neidL2_20231014T165021.fits,2023-10-14 16:50:21,54.999968,hr,Eng,2023B-2002,Mahadevan,37.4273,0.0,2460232.19700142,0.2164,5.0E-4,v1.3.0,225.0405,
neidL2_20231014T165144.fits,2023-10-14 16:51:44,55.001358,hr,Eng,2023B-2002,Mahadevan,37.6381,0.0,2460232.19795703,0.207,5.0E-4,v1.3.0,230.6597,
neidL2_20231014T165306.fits,2023-10-14 16:53:06,54.999972,hr,Eng,2023B-2002,Mahadevan,37.8477,0.0,2460232.19891296,0.1932,4.0E-4,v1.3.0,236.242,
neidL2_20231014T165429.fits,2023-10-14 16:54:29,55.000064,hr,Eng,2023B-2002,Mahadevan,38.056,0.0,2460232.19987158,0.1786,4.0E-4,v1.3.0,241.1793,
neidL2_20231014T165552.fits,2023-10-14 16:55:52,54.999944,hr,Eng,2023B-2002,Mahadevan,38.2631,0.0,2460232.20082663,0.1614,4.0E-4,v1.3.0,246.9509,
neidL2_20231014T165715.fits,2023-10-14 16:57:15,55.0,hr,Eng,2023B-2002,Mahadevan,38.469,0.0,2460232.20178527,0.1437,4.0E-4,v1.3.0,252.3935,
neidL2_20231014T165837.fits,2023-10-14 16:58:37,54.99998,hr,Eng,2023B-2002,Mahadevan,38.6736,0.0,2460232.20274045,0.1252,4.0E-4,v1.3.0,256.7262,
neidL2_20231014T170000.fits,2023-10-14 17:00:00,54.999693,hr,Eng,2023B-2002,Mahadevan,38.8769,0.0,2460232.20369849,0.1044,4.0E-4,v1.3.0,262.9295,
neidL2_20231014T170123.fits,2023-10-14 17:01:23,55.000196,hr,Eng,2023B-2002,Mahadevan,39.079,0.0,2460232.20465584,0.083,4.0E-4,v1.3.0,267.5854,
neidL2_20231014T170245.fits,2023-10-14 17:02:45,54.999685,hr,Eng,2023B-2002,Mahadevan,39.2797,0.0,2460232.20561228,0.0629,4.0E-4,v1.3.0,273.606,
neidL2_20231014T170408.fits,2023-10-14 17:04:08,55.000174,hr,Eng,2023B-2002,Mahadevan,39.4791,0.0,2460232.20656867,0.0419,4.0E-4,v1.3.0,278.1955,
neidL2_20231014T170531.fits,2023-10-14 17:05:31,55.000105,hr,Eng,2023B-2002,Mahadevan,39.6772,0.0,2460232.20752585,0.0208,4.0E-4,v1.3.0,283.4165,
neidL2_20231014T170653.fits,2023-10-14 17:06:53,54.999881,hr,Eng,2023B-2002,Mahadevan,39.8739,0.0,2460232.20848469,-2.0E-4,4.0E-4,v1.3.0,288.4921,
neidL2_20231014T170816.fits,2023-10-14 17:08:16,54.999796,hr,Eng,2023B-2002,Mahadevan,40.0692,0.0,2460232.20943973,-0.023,3.0E-4,v1.3.0,293.079,
neidL2_20231014T170939.fits,2023-10-14 17:09:39,54.999928,hr,Eng,2023B-2002,Mahadevan,40.2631,0.0,2460232.21039825,-0.0453,3.0E-4,v1.3.0,298.2795,
neidL2_20231014T171101.fits,2023-10-14 17:11:01,55.000086,hr,Eng,2023B-2002,Mahadevan,40.4556,0.0,2460232.21135547,-0.0652,3.0E-4,v1.3.0,303.564,
neidL2_20231014T171224.fits,2023-10-14 17:12:24,55.000036,hr,Eng,2023B-2002,Mahadevan,40.6467,0.0,2460232.21231241,-0.0864,3.0E-4,v1.3.0,307.5988,
neidL2_20231014T171347.fits,2023-10-14 17:13:47,55.000295,hr,Eng,2023B-2002,Mahadevan,40.8364,0.0,2460232.2132679,-0.1099,3.0E-4,v1.3.0,311.1003,
neidL2_20231014T171509.fits,2023-10-14 17:15:09,55.000403,hr,Eng,2023B-2002,Mahadevan,41.0246,0.0,2460232.21422477,-0.1327,3.0E-4,v1.3.0,316.5106,
neidL2_20231014T171632.fits,2023-10-14 17:16:32,54.999983,hr,Eng,2023B-2002,Mahadevan,41.2113,0.0,2460232.21518189,-0.153,3.0E-4,v1.3.0,320.1027,
neidL2_20231014T171755.fits,2023-10-14 17:17:55,55.000135,hr,Eng,2023B-2002,Mahadevan,41.3965,0.0,2460232.21613977,-0.1734,3.0E-4,v1.3.0,324.2275,
neidL2_20231014T171917.fits,2023-10-14 17:19:17,55.000011,hr,Eng,2023B-2002,Mahadevan,41.5802,0.0,2460232.21709649,-0.1966,3.0E-4,v1.3.0,328.0887,
neidL2_20231014T172040.fits,2023-10-14 17:20:40,54.999847,hr,Eng,2023B-2002,Mahadevan,41.7624,0.0,2460232.21805247,-0.2188,3.0E-4,v1.3.0,331.3204,
neidL2_20231014T172203.fits,2023-10-14 17:22:03,55.000618,hr,Eng,2023B-2002,Mahadevan,41.943,0.0,2460232.21901003,-0.2374,3.0E-4,v1.3.0,336.0707,
neidL2_20231014T172325.fits,2023-10-14 17:23:25,55.001024,hr,Eng,2023B-2002,Mahadevan,42.1221,0.0,2460232.21996531,-0.2576,3.0E-4,v1.3.0,339.6876,
neidL2_20231014T172448.fits,2023-10-14 17:24:48,55.000287,hr,Eng,2023B-2002,Mahadevan,42.2996,0.0,2460232.22092371,-0.2792,3.0E-4,v1.3.0,342.8409,
neidL2_20231014T172611.fits,2023-10-14 17:26:11,55.000402,hr,Eng,2023B-2002,Mahadevan,42.4754,0.0,2460232.22188128,-0.3,3.0E-4,v1.3.0,346.2514,
neidL2_20231014T172734.fits,2023-10-14 17:27:34,54.999764,hr,Eng,2023B-2002,Mahadevan,42.6497,0.0,2460232.22283713,-0.3175,3.0E-4,v1.3.0,349.9019,
neidL2_20231014T172856.fits,2023-10-14 17:28:56,55.000354,hr,Eng,2023B-2002,Mahadevan,42.8223,0.0,2460232.22379512,-0.3373,3.0E-4,v1.3.0,353.2529,
neidL2_20231014T173019.fits,2023-10-14 17:30:19,54.999934,hr,Eng,2023B-2002,Mahadevan,42.9932,0.0,2460232.22475134,-0.359,3.0E-4,v1.3.0,355.6966,
neidL2_20231014T173142.fits,2023-10-14 17:31:42,55.000457,hr,Eng,2023B-2002,Mahadevan,43.1625,0.0,2460232.22570811,-0.3768,3.0E-4,v1.3.0,359.212,
neidL2_20231014T173304.fits,2023-10-14 17:33:04,55.000166,hr,Eng,2023B-2002,Mahadevan,43.3301,0.0,2460232.22666598,-0.3939,3.0E-4,v1.3.0,362.0328,
neidL2_20231014T173427.fits,2023-10-14 17:34:27,54.99993,hr,Eng,2023B-2002,Mahadevan,43.496,0.0,2460232.22762207,-0.4131,3.0E-4,v1.3.0,365.2403,
neidL2_20231014T173550.fits,2023-10-14 17:35:50,54.999592,hr,Eng,2023B-2002,Mahadevan,43.6601,0.0,2460232.22857884,-0.4306,3.0E-4,v1.3.0,368.1009,
neidL2_20231014T173712.fits,2023-10-14 17:37:12,54.999428,hr,Eng,2023B-2002,Mahadevan,43.8225,0.0,2460232.22953705,-0.4475,3.0E-4,v1.3.0,370.2332,
neidL2_20231014T173835.fits,2023-10-14 17:38:35,55.000166,hr,Eng,2023B-2002,Mahadevan,43.9831,0.0,2460232.23049254,-0.4644,3.0E-4,v1.3.0,373.1737,
neidL2_20231014T173958.fits,2023-10-14 17:39:58,55.000073,hr,Eng,2023B-2002,Mahadevan,44.142,0.0,2460232.23144928,-0.4807,3.0E-4,v1.3.0,376.1623,
neidL2_20231014T174120.fits,2023-10-14 17:41:20,54.999668,hr,Eng,2023B-2002,Mahadevan,44.299,0.0,2460232.23240674,-0.4957,3.0E-4,v1.3.0,379.1093,
neidL2_20231014T174243.fits,2023-10-14 17:42:43,55.000065,hr,Eng,2023B-2002,Mahadevan,44.4542,0.0,2460232.23336368,-0.5111,3.0E-4,v1.3.0,380.3632,
neidL2_20231014T174406.fits,2023-10-14 17:44:06,54.999911,hr,Eng,2023B-2002,Mahadevan,44.6075,0.0,2460232.23432112,-0.5253,3.0E-4,v1.3.0,383.438,
neidL2_20231014T174528.fits,2023-10-14 17:45:28,55.000301,hr,Eng,2023B-2002,Mahadevan,44.759,0.0,2460232.23527791,-0.5389,3.0E-4,v1.3.0,384.4505,
neidL2_20231014T174651.fits,2023-10-14 17:46:51,54.999874,hr,Eng,2023B-2002,Mahadevan,44.9086,0.0,2460232.23623451,-0.5526,3.0E-4,v1.3.0,388.0349,
neidL2_20231014T174814.fits,2023-10-14 17:48:14,55.000212,hr,Eng,2023B-2002,Mahadevan,45.0563,0.0,2460232.2371923,-0.5657,3.0E-4,v1.3.0,389.7938,
neidL2_20231014T174936.fits,2023-10-14 17:49:36,55.000189,hr,Eng,2023B-2002,Mahadevan,45.2021,0.0,2460232.23814919,-0.5783,3.0E-4,v1.3.0,391.7118,
neidL2_20231014T175059.fits,2023-10-14 17:50:59,54.999924,hr,Eng,2023B-2002,Mahadevan,45.3459,0.0,2460232.23910567,-0.5872,3.0E-4,v1.3.0,393.6142,
neidL2_20231014T175222.fits,2023-10-14 17:52:22,55.000097,hr,Eng,2023B-2002,Mahadevan,45.4878,0.0,2460232.24006337,-0.5974,3.0E-4,v1.3.0,394.895,
neidL2_20231014T175344.fits,2023-10-14 17:53:44,55.000539,hr,Eng,2023B-2002,Mahadevan,45.6277,0.0,2460232.24102021,-0.6082,3.0E-4,v1.3.0,397.8594,
